Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,cell_subtype,cell_subtype_surface_markers,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,subject_status,tissue
SRR8478575,RNA-Seq,124,1039654440,PRJNA516681,SAMN10793732,469579186,immune cells,CD45+,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX5283566,GSM3576422,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576422,Blood immune cell,SRP181666,control,PBMC
SRR8478576,RNA-Seq,124,1178705560,PRJNA516681,SAMN10793732,537480018,immune cells,CD45+,GEO,public,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5283566,GSM3576422,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576422,Blood immune cell,SRP181666,control,PBMC
SRR8478577,RNA-Seq,124,1360534076,PRJNA516681,SAMN10793731,617223049,immune cells,CD45+,GEO,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX5283567,GSM3576423,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576423,Blood immune cell,SRP181666,control,PBMC
SRR8478579,RNA-Seq,124,1216191876,PRJNA516681,SAMN10793731,562898581,immune cells,CD45+,GEO,public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5283567,GSM3576423,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576423,Blood immune cell,SRP181666,control,PBMC
SRR8478583,RNA-Seq,124,1522597612,PRJNA516681,SAMN10793730,663420147,immune cells,CD45+,GEO,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX5283568,GSM3576424,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576424,Blood immune cell,SRP181666,control,PBMC
SRR8478589,RNA-Seq,124,272248572,PRJNA516681,SAMN10793728,134255559,immune cells,CD45+,GEO,public,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX5283570,GSM3576426,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576426,Ileum immune cell,SRP181666,control,ileum
SRR8478594,RNA-Seq,124,370134048,PRJNA516681,SAMN10793728,177456773,immune cells,CD45+,GEO,public,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX5283570,GSM3576426,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576426,Ileum immune cell,SRP181666,control,ileum
SRR8478595,RNA-Seq,124,360254348,PRJNA516681,SAMN10793728,173407184,immune cells,CD45+,GEO,public,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX5283570,GSM3576426,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576426,Ileum immune cell,SRP181666,control,ileum
SRR8478596,RNA-Seq,124,361667824,PRJNA516681,SAMN10793728,175149566,immune cells,CD45+,GEO,public,"sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX5283570,GSM3576426,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576426,Ileum immune cell,SRP181666,control,ileum
SRR8478597,RNA-Seq,124,415934068,PRJNA516681,SAMN10793728,201653266,immune cells,CD45+,GEO,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX5283570,GSM3576426,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576426,Ileum immune cell,SRP181666,control,ileum
SRR8478603,RNA-Seq,124,349593820,PRJNA516681,SAMN10793728,171964185,immune cells,CD45+,GEO,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX5283570,GSM3576426,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576426,Ileum immune cell,SRP181666,control,ileum
SRR8478604,RNA-Seq,124,527952692,PRJNA516681,SAMN10793728,265345173,immune cells,CD45+,GEO,public,"sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX5283570,GSM3576426,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576426,Ileum immune cell,SRP181666,control,ileum
SRR8478609,RNA-Seq,124,508160308,PRJNA516681,SAMN10793727,253679863,immune cells,CD45+,GEO,public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX5283571,GSM3576427,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576427,Ileum immune cell,SRP181666,control,ileum
SRR8478616,RNA-Seq,124,600317480,PRJNA516681,SAMN10793727,301088267,immune cells,CD45+,GEO,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX5283571,GSM3576427,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576427,Ileum immune cell,SRP181666,control,ileum
SRR8478618,RNA-Seq,124,876959620,PRJNA516681,SAMN10793727,428803353,immune cells,CD45+,GEO,public,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX5283571,GSM3576427,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576427,Ileum immune cell,SRP181666,control,ileum
SRR8478622,RNA-Seq,124,2328302244,PRJNA516681,SAMN10793726,1078740731,immune cells,CD45+,GEO,public,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX5283572,GSM3576428,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576428,Ileum immune cell,SRP181666,control,ileum
SRR8478624,RNA-Seq,124,2917441868,PRJNA516681,SAMN10793726,1352510248,immune cells,CD45+,GEO,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX5283572,GSM3576428,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576428,Ileum immune cell,SRP181666,control,ileum
SRR8478626,RNA-Seq,124,1434238436,PRJNA516681,SAMN10793726,654916002,immune cells,CD45+,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX5283572,GSM3576428,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576428,Ileum immune cell,SRP181666,control,ileum
SRR8478631,RNA-Seq,124,1612537540,PRJNA516681,SAMN10793724,734608941,immune cells,CD45+,GEO,public,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX5283573,GSM3576429,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576429,Ileum immune cell,SRP181666,control,ileum
SRR8478634,RNA-Seq,124,1077875332,PRJNA516681,SAMN10793724,461839242,immune cells,CD45+,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX5283573,GSM3576429,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576429,Ileum immune cell,SRP181666,control,ileum
SRR8478635,RNA-Seq,124,1332309196,PRJNA516681,SAMN10793724,573114613,immune cells,CD45+,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5283573,GSM3576429,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576429,Ileum immune cell,SRP181666,control,ileum
SRR8478639,RNA-Seq,124,1493597360,PRJNA516681,SAMN10793722,681056854,immune cells,CD45+,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX5283574,GSM3576430,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576430,Ileum immune cell,SRP181666,control,ileum
SRR8478641,RNA-Seq,124,1472268988,PRJNA516681,SAMN10793722,628418917,immune cells,CD45+,GEO,public,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX5283574,GSM3576430,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576430,Ileum immune cell,SRP181666,control,ileum
SRR8478644,RNA-Seq,124,1383542896,PRJNA516681,SAMN10793722,583474032,immune cells,CD45+,GEO,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX5283574,GSM3576430,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576430,Ileum immune cell,SRP181666,control,ileum
SRR8478648,RNA-Seq,124,1987299020,PRJNA516681,SAMN10793720,924228260,immune cells,CD45+,GEO,public,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX5283575,GSM3576431,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576431,Ileum immune cell,SRP181666,control,ileum
SRR8478406,RNA-Seq,124,855141200,PRJNA516681,SAMN10793772,412929710,immune cells,CD45+,GEO,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX5283542,GSM3576398,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576398,Rectum immune cell,SRP181666,control,rectum
SRR8478411,RNA-Seq,124,345190704,PRJNA516681,SAMN10793771,160891794,immune cells,CD45+,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX5283543,GSM3576399,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576399,Rectum immune cell,SRP181666,UC,rectum
SRR8478443,RNA-Seq,124,773198032,PRJNA516681,SAMN10793815,380933446,immune cells,CD45+,GEO,public,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX5283550,GSM3576406,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576406,Rectum immune cell,SRP181666,control,rectum
SRR8478444,RNA-Seq,124,774925352,PRJNA516681,SAMN10793815,383974889,immune cells,CD45+,GEO,public,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX5283550,GSM3576406,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576406,Rectum immune cell,SRP181666,control,rectum
SRR8478445,RNA-Seq,124,343291148,PRJNA516681,SAMN10793815,171823578,immune cells,CD45+,GEO,public,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5283550,GSM3576406,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576406,Rectum immune cell,SRP181666,control,rectum
SRR8478480,RNA-Seq,124,1841917452,PRJNA516681,SAMN10793813,850889614,immune cells,CD45+,GEO,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX5283552,GSM3576408,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576408,Rectum immune cell,SRP181666,control,rectum
SRR8478485,RNA-Seq,124,3131906564,PRJNA516681,SAMN10793811,1435757728,immune cells,CD45+,GEO,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX5283554,GSM3576410,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576410,Rectum immune cell,SRP181666,control,rectum
SRR8478490,RNA-Seq,124,1220584080,PRJNA516681,SAMN10793811,523309739,immune cells,CD45+,GEO,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX5283554,GSM3576410,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576410,Rectum immune cell,SRP181666,control,rectum
SRR8478498,RNA-Seq,124,3497561112,PRJNA516681,SAMN10793809,1616968944,immune cells,CD45+,GEO,public,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX5283556,GSM3576412,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576412,Blood immune cell,SRP181666,control,PBMC
SRR8478507,RNA-Seq,124,1760120728,PRJNA516681,SAMN10793808,801039487,immune cells,CD45+,GEO,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX5283557,GSM3576413,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576413,Blood immune cell,SRP181666,UC,PBMC
SRR8478519,RNA-Seq,124,1312364292,PRJNA516681,SAMN10793806,588113555,immune cells,CD45+,GEO,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX5283559,GSM3576415,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576415,Blood immune cell,SRP181666,UC,PBMC
SRR8478550,RNA-Seq,124,1610871476,PRJNA516681,SAMN10793801,769405246,immune cells,CD45+,GEO,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX5283564,GSM3576420,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576420,Blood immune cell,SRP181666,control,PBMC
SRR8478557,RNA-Seq,124,205163704,PRJNA516681,SAMN10793733,101937771,immune cells,CD45+,GEO,public,"sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX5283565,GSM3576421,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576421,Blood immune cell,SRP181666,control,PBMC
SRR8478558,RNA-Seq,124,301052656,PRJNA516681,SAMN10793733,146158257,immune cells,CD45+,GEO,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX5283565,GSM3576421,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576421,Blood immune cell,SRP181666,control,PBMC
SRR8478568,RNA-Seq,124,214809292,PRJNA516681,SAMN10793733,106290167,immune cells,CD45+,GEO,public,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX5283565,GSM3576421,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576421,Blood immune cell,SRP181666,control,PBMC
SRR8478569,RNA-Seq,124,2345283424,PRJNA516681,SAMN10793732,1085220070,immune cells,CD45+,GEO,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX5283566,GSM3576422,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576422,Blood immune cell,SRP181666,control,PBMC
SRR8478585,RNA-Seq,124,1932419348,PRJNA516681,SAMN10793729,870880925,immune cells,CD45+,GEO,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX5283569,GSM3576425,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576425,Blood immune cell,SRP181666,control,PBMC
SRR8478586,RNA-Seq,124,728388276,PRJNA516681,SAMN10793729,325271144,immune cells,CD45+,GEO,public,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX5283569,GSM3576425,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576425,Blood immune cell,SRP181666,control,PBMC
SRR8478588,RNA-Seq,124,1169809180,PRJNA516681,SAMN10793729,521084284,immune cells,CD45+,GEO,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX5283569,GSM3576425,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576425,Blood immune cell,SRP181666,control,PBMC
SRR8478610,RNA-Seq,124,786067744,PRJNA516681,SAMN10793727,386047183,immune cells,CD45+,GEO,public,"fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX5283571,GSM3576427,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576427,Ileum immune cell,SRP181666,control,ileum
SRR8478620,RNA-Seq,124,403703080,PRJNA516681,SAMN10793727,202269659,immune cells,CD45+,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX5283571,GSM3576427,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576427,Ileum immune cell,SRP181666,control,ileum
SRR8478623,RNA-Seq,124,1595907032,PRJNA516681,SAMN10793726,724807689,immune cells,CD45+,GEO,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX5283572,GSM3576428,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576428,Ileum immune cell,SRP181666,control,ileum
SRR8478625,RNA-Seq,124,1292513876,PRJNA516681,SAMN10793726,589148723,immune cells,CD45+,GEO,public,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX5283572,GSM3576428,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576428,Ileum immune cell,SRP181666,control,ileum
SRR8478637,RNA-Seq,124,1640059216,PRJNA516681,SAMN10793722,742073817,immune cells,CD45+,GEO,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX5283574,GSM3576430,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576430,Ileum immune cell,SRP181666,control,ileum
SRR8478647,RNA-Seq,124,1852912160,PRJNA516681,SAMN10793720,848662771,immune cells,CD45+,GEO,public,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX5283575,GSM3576431,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576431,Ileum immune cell,SRP181666,control,ileum
SRR8478400,RNA-Seq,124,3891499812,PRJNA516681,SAMN10793774,1738624068,immune cells,CD45+,GEO,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX5283540,GSM3576396,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576396,Rectum immune cell,SRP181666,control,rectum
SRR8478402,RNA-Seq,124,1148057844,PRJNA516681,SAMN10793773,497594288,immune cells,CD45+,GEO,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX5283541,GSM3576397,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576397,Rectum immune cell,SRP181666,control,rectum
SRR8478418,RNA-Seq,124,1353097176,PRJNA516681,SAMN10793769,593223831,immune cells,CD45+,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX5283545,GSM3576401,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576401,Rectum immune cell,SRP181666,UC,rectum
SRR8478420,RNA-Seq,124,1841636964,PRJNA516681,SAMN10793769,818443908,immune cells,CD45+,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX5283545,GSM3576401,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576401,Rectum immune cell,SRP181666,UC,rectum
SRR8478426,RNA-Seq,124,1248403976,PRJNA516681,SAMN10793768,584543786,immune cells,CD45+,GEO,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX5283546,GSM3576402,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576402,Rectum immune cell,SRP181666,UC,rectum
SRR8478427,RNA-Seq,124,2028748252,PRJNA516681,SAMN10793768,946241433,immune cells,CD45+,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX5283546,GSM3576402,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576402,Rectum immune cell,SRP181666,UC,rectum
SRR8478428,RNA-Seq,124,1989483032,PRJNA516681,SAMN10793768,941162130,immune cells,CD45+,GEO,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX5283546,GSM3576402,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576402,Rectum immune cell,SRP181666,UC,rectum
SRR8478430,RNA-Seq,124,1096441976,PRJNA516681,SAMN10793767,506614384,immune cells,CD45+,GEO,public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5283547,GSM3576403,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576403,Rectum immune cell,SRP181666,UC,rectum
SRR8478434,RNA-Seq,124,1844273700,PRJNA516681,SAMN10793766,874796297,immune cells,CD45+,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX5283548,GSM3576404,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576404,Rectum immune cell,SRP181666,UC,rectum
SRR8478436,RNA-Seq,124,1380731816,PRJNA516681,SAMN10793766,641957619,immune cells,CD45+,GEO,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX5283548,GSM3576404,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576404,Rectum immune cell,SRP181666,UC,rectum
SRR8478437,RNA-Seq,124,1607141184,PRJNA516681,SAMN10793816,738540150,immune cells,CD45+,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX5283549,GSM3576405,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576405,Rectum immune cell,SRP181666,UC,rectum
SRR8478457,RNA-Seq,124,289288404,PRJNA516681,SAMN10793814,145670267,immune cells,CD45+,GEO,public,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX5283551,GSM3576407,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576407,Rectum immune cell,SRP181666,control,rectum
SRR8478468,RNA-Seq,124,1843880,PRJNA516681,SAMN10793814,1000130,immune cells,CD45+,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5283551,GSM3576407,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576407,Rectum immune cell,SRP181666,control,rectum
SRR8478472,RNA-Seq,124,248536548,PRJNA516681,SAMN10793814,121062509,immune cells,CD45+,GEO,public,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX5283551,GSM3576407,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576407,Rectum immune cell,SRP181666,control,rectum
SRR8478476,RNA-Seq,124,3257740896,PRJNA516681,SAMN10793813,1505615243,immune cells,CD45+,GEO,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX5283552,GSM3576408,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576408,Rectum immune cell,SRP181666,control,rectum
SRR8478479,RNA-Seq,124,1527930852,PRJNA516681,SAMN10793813,693166812,immune cells,CD45+,GEO,public,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX5283552,GSM3576408,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-07-18T00:00:00Z,GSM3576408,Rectum immune cell,SRP181666,control,rectum
