Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[individual]	Characteristics[developmental stage]	Characteristics[sex]	Characteristics[disease]	Characteristics[organism part]	Characteristics[sampling site]	Characteristics[FACS sorting]	Material Type	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Extract Name	Material Type	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[NOMINAL_LENGTH]	Comment[NOMINAL_SDEV]	Comment[ORIENTATION]	Comment[cdna read]	Comment[cdna read offset]	Comment[cdna read size]	Comment[cell barcode offset]	Comment[cell barcode read]	Comment[cell barcode size]	Comment[end bias]	Comment[input molecule]	Comment[library construction]	Comment[primer]	Comment[sample barcode offset]	Comment[sample barcode read]	Comment[sample barcode size]	Comment[single cell isolation]	Comment[spike in]	Comment[umi barcode offset]	Comment[umi barcode read]	Comment[umi barcode size]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[BAM_URI]	Comment[read1 file]	Comment[FASTQ_URI]	Comment[read2 file]	Comment[FASTQ_URI]	Comment[index file]	Protocol REF	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Factor Value[disease]	Factor Value[sampling site]	Factor Value[FACS sorting]
SKN8090561	ERS5690557	SAMEA8003308	Homo sapiens	E1	adult	male	atopic eczema	skin of body	dermis	live single	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	SKN8090561	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	SKN8090561	sequencing assay	ERX5053676	SKN8090561.bam	SKN8090561.bam	ERR5263340	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR5263340/SKN8090561.bam	SKN8090561_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090561_S1_L001_R1_001.fastq.gz	SKN8090561_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090561_S1_L001_R2_001.fastq.gz	SKN8090561_S1_L001_I1_001.fastq.gz	  	  	  	atopic eczema	dermis	live single
SKN8090562	ERS5690558	SAMEA8003309	Homo sapiens	E1	adult	male	atopic eczema	skin of body	epidermis	live single	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	SKN8090562	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	SKN8090562	sequencing assay	ERX5053677	SKN8090562.bam	SKN8090562.bam	ERR5263341	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR5263341/SKN8090562.bam	SKN8090562_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090562_S1_L001_R1_001.fastq.gz	SKN8090562_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090562_S1_L001_R2_001.fastq.gz	SKN8090562_S1_L001_I1_001.fastq.gz	  	  	  	atopic eczema	epidermis	live single
SKN8090563	ERS5690559	SAMEA8003310	Homo sapiens	E1	adult	male	atopic eczema	skin of body	dermis	live single	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	SKN8090563	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	SKN8090563	sequencing assay	ERX5053678	SKN8090563.bam	SKN8090563.bam	ERR5263342	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR5263342/SKN8090563.bam	SKN8090563_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090563_S1_L001_R1_001.fastq.gz	SKN8090563_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090563_S1_L001_R2_001.fastq.gz	SKN8090563_S1_L001_I1_001.fastq.gz	  	  	  	atopic eczema	dermis	live single
SKN8090564	ERS5690560	SAMEA8003311	Homo sapiens	E1	adult	male	atopic eczema	skin of body	epidermis	live single	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	SKN8090564	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	SKN8090564	sequencing assay	ERX5053679	SKN8090564.bam	SKN8090564.bam	ERR5263343	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR5263343/SKN8090564.bam	SKN8090564_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090564_S1_L001_R1_001.fastq.gz	SKN8090564_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090564_S1_L001_R2_001.fastq.gz	SKN8090564_S1_L001_I1_001.fastq.gz	  	  	  	atopic eczema	epidermis	live single
SKN8090565	ERS5690561	SAMEA8003312	Homo sapiens	E1	adult	male	atopic eczema	skin of body	dermis	live single	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	SKN8090565	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	SKN8090565	sequencing assay	ERX5053680	SKN8090565.bam	SKN8090565.bam	ERR5263344	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR5263344/SKN8090565.bam	SKN8090565_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090565_S1_L001_R1_001.fastq.gz	SKN8090565_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090565_S1_L001_R2_001.fastq.gz	SKN8090565_S1_L001_I1_001.fastq.gz	  	  	  	atopic eczema	dermis	live single
SKN8090566	ERS5690562	SAMEA8003313	Homo sapiens	E1	adult	male	atopic eczema	skin of body	epidermis	live single	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	SKN8090566	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	SKN8090566	sequencing assay	ERX5053681	SKN8090566.bam	SKN8090566.bam	ERR5263345	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR5263345/SKN8090566.bam	SKN8090566_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090566_S1_L001_R1_001.fastq.gz	SKN8090566_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090566_S1_L001_R2_001.fastq.gz	SKN8090566_S1_L001_I1_001.fastq.gz	  	  	  	atopic eczema	epidermis	live single
SKN8090567	ERS5690563	SAMEA8003314	Homo sapiens	E1	adult	male	atopic eczema	skin of body	dermis	live single	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	SKN8090567	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	SKN8090567	sequencing assay	ERX5053682	SKN8090567.bam	SKN8090567.bam	ERR5263346	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR5263346/SKN8090567.bam	SKN8090567_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090567_S1_L001_R1_001.fastq.gz	SKN8090567_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090567_S1_L001_R2_001.fastq.gz	SKN8090567_S1_L001_I1_001.fastq.gz	  	  	  	atopic eczema	dermis	live single
SKN8090576	ERS5690564	SAMEA8003315	Homo sapiens	P1	adult	female	psoriasis	skin of body	dermis	CD45+	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	SKN8090576	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	SKN8090576	sequencing assay	ERX5053683	SKN8090576.bam	SKN8090576.bam	ERR5263347	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR5263347/SKN8090576.bam	SKN8090576_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090576_S1_L001_R1_001.fastq.gz	SKN8090576_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090576_S1_L001_R2_001.fastq.gz	SKN8090576_S1_L001_I1_001.fastq.gz	  	  	  	psoriasis	dermis	CD45+
SKN8090577	ERS5690565	SAMEA8003316	Homo sapiens	P1	adult	female	psoriasis	skin of body	dermis	CD45-	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	SKN8090577	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	SKN8090577	sequencing assay	ERX5053684	SKN8090577.bam	SKN8090577.bam	ERR5263348	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR5263348/SKN8090577.bam	SKN8090577_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090577_S1_L001_R1_001.fastq.gz	SKN8090577_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090577_S1_L001_R2_001.fastq.gz	SKN8090577_S1_L001_I1_001.fastq.gz	  	  	  	psoriasis	dermis	CD45-
SKN8090578	ERS5690566	SAMEA8003317	Homo sapiens	P1	adult	female	psoriasis	skin of body	epidermis	CD45+	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	SKN8090578	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	SKN8090578	sequencing assay	ERX5053685	SKN8090578.bam	SKN8090578.bam	ERR5263349	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR5263349/SKN8090578.bam	SKN8090578_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090578_S1_L001_R1_001.fastq.gz	SKN8090578_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090578_S1_L001_R2_001.fastq.gz	SKN8090578_S1_L001_I1_001.fastq.gz	  	  	  	psoriasis	epidermis	CD45+
SKN8090579	ERS5690567	SAMEA8003318	Homo sapiens	P1	adult	female	psoriasis	skin of body	epidermis	CD45-	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	SKN8090579	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	SKN8090579	sequencing assay	ERX5053686	SKN8090579.bam	SKN8090579.bam	ERR5263350	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR5263350/SKN8090579.bam	SKN8090579_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090579_S1_L001_R1_001.fastq.gz	SKN8090579_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090579_S1_L001_R2_001.fastq.gz	SKN8090579_S1_L001_I1_001.fastq.gz	  	  	  	psoriasis	epidermis	CD45-
SKN8090580	ERS5690568	SAMEA8003319	Homo sapiens	P1	adult	female	psoriasis	skin of body	dermis	CD45+	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	SKN8090580	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	SKN8090580	sequencing assay	ERX5053687	SKN8090580.bam	SKN8090580.bam	ERR5263351	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR5263351/SKN8090580.bam	SKN8090580_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090580_S1_L001_R1_001.fastq.gz	SKN8090580_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090580_S1_L001_R2_001.fastq.gz	SKN8090580_S1_L001_I1_001.fastq.gz	  	  	  	psoriasis	dermis	CD45+
SKN8090581	ERS5690569	SAMEA8003320	Homo sapiens	P1	adult	female	psoriasis	skin of body	dermis	CD45-	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	SKN8090581	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	SKN8090581	sequencing assay	ERX5053688	SKN8090581.bam	SKN8090581.bam	ERR5263352	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR5263352/SKN8090581.bam	SKN8090581_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090581_S1_L001_R1_001.fastq.gz	SKN8090581_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090581_S1_L001_R2_001.fastq.gz	SKN8090581_S1_L001_I1_001.fastq.gz	  	  	  	psoriasis	dermis	CD45-
SKN8090582	ERS5690570	SAMEA8003321	Homo sapiens	P1	adult	female	psoriasis	skin of body	epidermis	CD45+	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	SKN8090582	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	SKN8090582	sequencing assay	ERX5053689	SKN8090582.bam	SKN8090582.bam	ERR5263353	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR5263353/SKN8090582.bam	SKN8090582_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090582_S1_L001_R1_001.fastq.gz	SKN8090582_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090582_S1_L001_R2_001.fastq.gz	SKN8090582_S1_L001_I1_001.fastq.gz	  	  	  	psoriasis	epidermis	CD45+
SKN8090583	ERS5690571	SAMEA8003322	Homo sapiens	P1	adult	female	psoriasis	skin of body	epidermis	CD45-	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	SKN8090583	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	SKN8090583	sequencing assay	ERX5053690	SKN8090583.bam	SKN8090583.bam	ERR5263354	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR5263354/SKN8090583.bam	SKN8090583_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090583_S1_L001_R1_001.fastq.gz	SKN8090583_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090583_S1_L001_R2_001.fastq.gz	SKN8090583_S1_L001_I1_001.fastq.gz	  	  	  	psoriasis	epidermis	CD45-
SKN8090588	ERS5690572	SAMEA8003323	Homo sapiens	P2	adult	male	psoriasis	skin of body	dermis	CD45+	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	SKN8090588	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	SKN8090588	sequencing assay	ERX5053691	SKN8090588.bam	SKN8090588.bam	ERR5263355	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR5263355/SKN8090588.bam	SKN8090588_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090588_S1_L001_R1_001.fastq.gz	SKN8090588_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090588_S1_L001_R2_001.fastq.gz	SKN8090588_S1_L001_I1_001.fastq.gz	  	  	  	psoriasis	dermis	CD45+
SKN8090589	ERS5690573	SAMEA8003324	Homo sapiens	P2	adult	male	psoriasis	skin of body	dermis	CD45-	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	SKN8090589	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	SKN8090589	sequencing assay	ERX5053692	SKN8090589.bam	SKN8090589.bam	ERR5263356	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR5263356/SKN8090589.bam	SKN8090589_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090589_S1_L001_R1_001.fastq.gz	SKN8090589_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090589_S1_L001_R2_001.fastq.gz	SKN8090589_S1_L001_I1_001.fastq.gz	  	  	  	psoriasis	dermis	CD45-
SKN8090590	ERS5690574	SAMEA8003325	Homo sapiens	P2	adult	male	psoriasis	skin of body	epidermis	CD45+	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	SKN8090590	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	SKN8090590	sequencing assay	ERX5053693	SKN8090590.bam	SKN8090590.bam	ERR5263357	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR5263357/SKN8090590.bam	SKN8090590_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090590_S1_L001_R1_001.fastq.gz	SKN8090590_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090590_S1_L001_R2_001.fastq.gz	SKN8090590_S1_L001_I1_001.fastq.gz	  	  	  	psoriasis	epidermis	CD45+
SKN8090591	ERS5690575	SAMEA8003326	Homo sapiens	P2	adult	male	psoriasis	skin of body	epidermis	CD45-	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	SKN8090591	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	SKN8090591	sequencing assay	ERX5053694	SKN8090591.bam	SKN8090591.bam	ERR5263358	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR5263358/SKN8090591.bam	SKN8090591_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090591_S1_L001_R1_001.fastq.gz	SKN8090591_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090591_S1_L001_R2_001.fastq.gz	SKN8090591_S1_L001_I1_001.fastq.gz	  	  	  	psoriasis	epidermis	CD45-
SKN8090592	ERS5690576	SAMEA8003327	Homo sapiens	P2	adult	male	psoriasis	skin of body	dermis	CD45+	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	SKN8090592	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	SKN8090592	sequencing assay	ERX5053695	SKN8090592.bam	SKN8090592.bam	ERR5263359	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR5263359/SKN8090592.bam	SKN8090592_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090592_S1_L001_R1_001.fastq.gz	SKN8090592_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090592_S1_L001_R2_001.fastq.gz	SKN8090592_S1_L001_I1_001.fastq.gz	  	  	  	psoriasis	dermis	CD45+
SKN8090593	ERS5690577	SAMEA8003328	Homo sapiens	P2	adult	male	psoriasis	skin of body	dermis	CD45-	cell	P-MTAB-87566	Newcastle University	P-MTAB-87567	Newcastle University	P-MTAB-87568	Newcastle University	SKN8090593	RNA	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	500	50	5'-3'-3'-5'	read 2	0	98	0	read 1	16	3 prime tag	polyA RNA	10xV2	oligo-dT	0	index 1	8	10x	none	16	read 1	10	P-MTAB-87569	Sanger Institute  DNA Pipelines Operations	SKN8090593	sequencing assay	ERX5053696	SKN8090593.bam	SKN8090593.bam	ERR5263360	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR526/ERR5263360/SKN8090593.bam	SKN8090593_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090593_S1_L001_R1_001.fastq.gz	SKN8090593_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8142/SKN8090593_S1_L001_R2_001.fastq.gz	SKN8090593_S1_L001_I1_001.fastq.gz	  	  	  	psoriasis	dermis	CD45-
